,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
785857,37379.0,1756.0,,4094.0,8859.0,0.0,1638.0,78.0,37416.0,,173360.0,15844,99750.0,5960.0,43176.0,105839.0
785923,184517.0,3241.0,,266965.0,36242.0,0.0,5308.0,227.0,207834.0,,807250.0,76595,454192.0,16660.0,626603.0,63368.0
785932,39999.0,2868.0,,39895.0,12372.0,0.0,440.0,65.0,84439.0,,223696.0,23121,142552.0,5835.0,127984.0,68384.0
785950,50064.0,3501.0,,21171.0,29642.0,0.0,1278.0,71.0,107355.0,,253410.0,24956,197888.0,5359.0,156748.0,47997.0
786210,312223.0,13471.0,,254097.0,55303.0,0.0,8365.0,185.0,340908.0,,1046211.0,98488,740297.0,16647.0,771914.0,78079.0
786256,9509.0,220.0,,9262.0,855.0,0.0,291.0,11.0,3031.0,,27876.0,2458,16704.0,616.0,16997.0,8316.0
786340,55616.0,1707.0,,53327.0,7989.0,0.0,1316.0,81.0,23330.0,,230331.0,26089,108843.0,6000.0,142107.0,57813.0
786443,10463.0,435.0,,8025.0,2101.0,0.0,-108.0,9.0,9658.0,,33799.0,4281,21835.0,942.0,16845.0,10193.0
786555,27046.0,2060.0,,52312.0,14976.0,0.0,1335.0,38.0,43173.0,,175015.0,16667,108413.0,3185.0,97902.0,39225.0
786612,109406.0,6809.0,,151619.0,64206.0,0.0,3304.0,179.0,290122.0,,720776.0,52417,477055.0,13160.0,601450.0,34403.0
786733,76108.0,2589.0,,114915.0,3778.0,237.0,560.0,83.0,57647.0,,278212.0,20959,142055.0,5957.0,199448.0,55170.0
786742,64052.0,1805.0,,80657.0,14685.0,0.0,4368.0,88.0,106329.0,,314986.0,29659,203371.0,7533.0,207115.0,57887.0
786948,12494.0,1175.0,,41534.0,11303.0,0.0,1439.0,21.0,19378.0,,122230.0,15875,65031.0,1904.0,59548.0,46409.0
787141,6346.0,283.0,,10498.0,3046.0,168.0,302.0,9.0,7157.0,,40525.0,5257,21678.0,1173.0,23247.0,7033.0
787253,81109.0,9312.0,,170620.0,24630.0,0.0,5647.0,177.0,265735.0,,744980.0,76718,419827.0,16213.0,528531.0,136428.0
787459,8284.0,1512.0,,3908.0,4982.0,0.0,1391.0,25.0,54381.0,,102438.0,9166,75790.0,2966.0,76334.0,14889.0
787842,18222.0,2750.0,,41751.0,18034.0,0.0,1742.0,23.0,33772.0,,141098.0,21745,91671.0,2322.0,70027.0,39149.0
788559,22660.0,1824.0,,74606.0,5132.0,0.0,1640.0,24.0,16600.0,,147421.0,42114,65476.0,1576.0,65831.0,25045.0
788652,31885.0,1148.0,,6670.0,9521.0,0.0,323.0,42.0,26778.0,,108457.0,8254,78724.0,3159.0,67178.0,32322.0
789051,1753.0,112.0,,14590.0,1730.0,0.0,252.0,8.0,2580.0,,28084.0,3249,10506.0,676.0,12914.0,11295.0
790150,21788.0,581.0,,4403.0,2359.0,0.0,282.0,19.0,13539.0,,57128.0,4838,46297.0,1733.0,38303.0,11802.0
790271,72786.0,922.0,,94801.0,7676.0,0.0,978.0,39.0,33616.0,,248071.0,27750,130746.0,3530.0,178601.0,32482.0
790534,264996.0,23164.0,,506232.0,198176.0,0.0,4548.0,400.0,762574.0,,2260370.0,366658,1240776.0,44700.0,1405366.0,83996.0
790543,86018.0,9347.0,,117536.0,72523.0,0.0,-1019.0,165.0,178772.0,,525283.0,54257,345018.0,13664.0,401109.0,15915.0
790703,125181.0,3132.0,,26412.0,12089.0,0.0,1147.0,56.0,80856.0,,266269.0,27369,221254.0,5882.0,125720.0,49609.0
790721,376326.0,25674.0,,215695.0,61057.0,3266.0,1356.0,305.0,272206.0,,1071686.0,101330,749869.0,24785.0,812495.0,33199.0
790851,16555.0,4456.0,,37110.0,22234.0,0.0,-3142.0,46.0,106939.0,,243860.0,22122,146274.0,6844.0,168450.0,30123.0
790918,147398.0,5474.0,,327226.0,21561.0,0.0,7741.0,189.0,214593.0,,832441.0,96112,413616.0,13063.0,584254.0,52965.0
791072,14233.0,1152.0,,43575.0,17373.0,0.0,1259.0,47.0,12284.0,,156295.0,12937,71002.0,3739.0,65560.0,77388.0
791205,18067.0,472.0,,0.0,1477.0,0.0,318.0,14.0,5073.0,,60738.0,7688,25681.0,1012.0,42529.0,10437.0
791353,26122.0,2635.0,,7350.0,11776.0,0.0,-1087.0,33.0,37078.0,,105771.0,8242,78257.0,3182.0,51480.0,45593.0
791746,1967.0,320.0,,17910.0,4017.0,0.0,47.0,13.0,5130.0,,45327.0,4477,21525.0,942.0,26290.0,12808.0
791821,178898.0,1787.0,,47528.0,38215.0,572.0,3170.0,46.0,43379.0,,349636.0,39458,265021.0,5524.0,175192.0,120378.0
791942,72860.0,2483.0,,31187.0,8272.0,101.0,1956.0,31.0,41968.0,,199493.0,24375,131068.0,2184.0,141184.0,32810.0
792248,3451.0,665.0,,18537.0,2338.0,187.0,328.0,11.0,14867.0,,55059.0,5430,33557.0,889.0,28793.0,10426.0
792453,8753.0,697.0,,203.0,11810.0,0.0,381.0,17.0,16850.0,,58176.0,8164,47362.0,1265.0,35415.0,10124.0
792640,8832.0,643.0,,0.0,5118.0,0.0,678.0,16.0,15030.0,,54406.0,4680,41744.0,915.0,31551.0,17050.0
792659,20131.0,659.0,,149276.0,1274.0,282.0,2214.0,31.0,10764.0,,204132.0,20623,44082.0,2388.0,113729.0,69372.0
792743,11055.0,1735.0,,8462.0,4177.0,0.0,119.0,21.0,25640.0,,58513.0,9880,42294.0,1524.0,32921.0,15370.0
793571,197104.0,2751.0,,0.0,9692.0,0.0,490.0,53.0,44945.0,,354372.0,34534,253072.0,6213.0,243785.0,49256.0
794149,38684.0,1171.0,,61795.0,11949.0,0.0,1728.0,70.0,44258.0,,190834.0,17249,107706.0,4708.0,152353.0,21014.0
794336,17309.0,3043.0,,105773.0,27627.0,0.0,588.0,83.0,113433.0,,401502.0,37143,160236.0,8474.0,251517.0,47051.0
794345,8303.0,1020.0,,102105.0,7825.0,0.0,1073.0,15.0,17363.0,,175241.0,25831,57729.0,1545.0,123818.0,17168.0
794608,180752.0,4321.0,,548.0,84371.0,0.0,823.0,128.0,182053.0,,589238.0,77427,449792.0,13647.0,343612.0,78826.0
794653,7269.0,220.0,,4836.0,1428.0,0.0,67.0,13.0,5226.0,,26635.0,2608,17365.0,870.0,16064.0,6837.0
795249,9176.0,408.0,,47078.0,3098.0,0.0,1117.0,11.0,8422.0,,88577.0,10514,33249.0,733.0,48514.0,22805.0
795548,19624.0,1962.0,,84181.0,25715.0,0.0,4556.0,68.0,47511.0,,307447.0,38974,191861.0,4718.0,192427.0,64964.0
795959,26794.0,879.0,,9271.0,8664.0,0.0,1445.0,36.0,23683.0,,102988.0,11856,69542.0,3131.0,48999.0,35981.0
795968,,,,,,,,,,,,937969,,,,
796125,191507.0,8934.0,,40467.0,48255.0,785.0,-1991.0,75.0,307048.0,,711067.0,60966,561209.0,9807.0,554418.0,78630.0
796152,10661.0,1048.0,,28066.0,17120.0,0.0,-269.0,43.0,19611.0,,121979.0,12246,62256.0,3399.0,55991.0,52708.0
796451,91460.0,4363.0,,181383.0,51250.0,0.0,7130.0,98.0,34380.0,,482877.0,45284,216493.0,4863.0,281533.0,117694.0
796657,10660.0,467.0,,39801.0,2287.0,0.0,474.0,28.0,10760.0,,80351.0,8411,27611.0,2493.0,23392.0,45801.0
796769,19962.0,605.0,,7740.0,2336.0,0.0,225.0,17.0,11580.0,,66885.0,8209,40989.0,2258.0,33620.0,24571.0
797140,46910.0,2712.0,,32757.0,18627.0,320.0,1278.0,45.0,72435.0,,206363.0,20410,151275.0,4123.0,103955.0,59490.0
797319,27269.0,573.0,,7684.0,2542.0,0.0,489.0,22.0,6212.0,,86684.0,11947,42207.0,1869.0,35761.0,38830.0
797467,53632.0,20409.0,,248854.0,138521.0,802.0,3644.0,263.0,444455.0,,978922.0,131348,659443.0,26921.0,737720.0,64645.0
797775,556089.0,16750.0,,251578.0,73.0,0.0,4780.0,180.0,414645.0,,1352493.0,176993,971392.0,23558.0,1067373.0,64165.0
798512,28122.0,430.0,,22256.0,844.0,0.0,297.0,18.0,6156.0,,66253.0,7017,40134.0,1637.0,30399.0,20149.0
798857,21719.0,3284.0,,23384.0,57232.0,0.0,1714.0,36.0,125122.0,,258046.0,27283,211587.0,6378.0,106507.0,101517.0
799359,2348.0,164.0,,2604.0,1701.0,0.0,107.0,5.0,4513.0,,22099.0,2395,14295.0,406.0,12710.0,3783.0
799612,251629.0,43693.0,,307442.0,213462.0,0.0,-973.0,366.0,501273.0,,1522482.0,139483,1035628.0,43485.0,1249523.0,104156.0
799751,23927.0,1742.0,,54853.0,21644.0,0.0,1488.0,47.0,45853.0,,191486.0,23511,105206.0,3635.0,120131.0,41133.0
799854,7333.0,372.0,,64865.0,4005.0,183.0,1088.0,24.0,4072.0,,107368.0,9693,34062.0,1686.0,55818.0,41694.0
799939,1374.0,101.0,,118.0,745.0,0.0,54.0,4.0,1668.0,,19950.0,2071,10258.0,256.0,10679.0,7037.0
799948,28303.0,1307.0,,32324.0,15211.0,1156.0,1677.0,51.0,34006.0,,184079.0,19167,121634.0,3546.0,122068.0,31765.0
800134,43181.0,1208.0,,63155.0,12859.0,706.0,1629.0,79.0,74474.0,,246692.0,25311,155199.0,5596.0,149558.0,66759.0
800442,16936.0,646.0,,44705.0,3969.0,0.0,958.0,19.0,16024.0,,109208.0,11628,44780.0,1923.0,62209.0,32580.0
800479,24079.0,67.0,,5.0,0.0,1.0,162.0,6.0,3088.0,,39247.0,5130,24088.0,537.0,31649.0,2391.0
800657,231280.0,29157.0,,352538.0,332247.0,0.0,13283.0,276.0,818330.0,,2722495.0,267884,1587126.0,48666.0,1914765.0,340455.0
800853,36194.0,1802.0,,54560.0,3393.0,577.0,1939.0,53.0,39773.0,,168862.0,16144,81473.0,3838.0,78116.0,72821.0
801047,33174.0,2905.0,,72629.0,9883.0,0.0,879.0,68.0,96289.0,,276833.0,34912,156221.0,7055.0,143506.0,83577.0
801056,19538.0,801.0,,30342.0,7568.0,0.0,970.0,20.0,16087.0,,87411.0,7782,49831.0,1909.0,50057.0,22054.0
801654,4220.0,147.0,,36329.0,2486.0,0.0,1196.0,16.0,7796.0,,118368.0,18128,19959.0,1307.0,55551.0,44639.0
802110,1860359.0,130596.0,,1774499.0,814182.0,0.0,71045.0,1683.0,2113060.0,,8577531.0,1210548,5115397.0,165628.0,5370060.0,688510.0
802174,20897.0,899.0,,8590.0,3021.0,161.0,196.0,7.0,13987.0,,57457.0,6888,41211.0,1629.0,35564.0,10754.0
802866,,,,,,,,,,,,1317325,,,,
803144,15364.0,545.0,,10203.0,3758.0,67.0,247.0,23.0,4948.0,,66786.0,6846,33732.0,1639.0,41385.0,16247.0
803256,2252.0,521.0,,7756.0,6633.0,0.0,27.0,18.0,8758.0,,61743.0,5238,35804.0,1237.0,37288.0,18489.0
803265,5802.0,371.0,,6689.0,1601.0,0.0,193.0,17.0,2862.0,,43477.0,4906,16458.0,1073.0,24659.0,13261.0
803461,945.0,3605.0,,10943.0,0.0,0.0,1230.0,95.0,85.0,,126964.0,27394,104038.0,8048.0,96855.0,0.0
803649,32055.0,1948.0,,26948.0,29109.0,109.0,3906.0,57.0,100706.0,,298266.0,28509,235242.0,4196.0,218701.0,49618.0
803658,1766.0,410.0,,18297.0,8067.0,0.0,513.0,12.0,6243.0,,53931.0,7943,28912.0,1036.0,31870.0,13438.0
803957,4771.0,619.0,,13331.0,10291.0,145.0,1218.0,17.0,14318.0,,85076.0,9863,61104.0,1346.0,45956.0,21231.0
804150,4668.0,387.0,,12928.0,4168.0,0.0,254.0,11.0,6640.0,,46967.0,6216,18978.0,686.0,30841.0,9564.0
804338,92875.0,11204.0,,90452.0,376278.0,0.0,3099.0,77.0,392111.0,,1097386.0,127360,863016.0,13068.0,839313.0,96521.0
804422,20503.0,496.0,,0.0,1734.0,0.0,489.0,17.0,10099.0,,51231.0,9040,36420.0,1066.0,30084.0,11949.0
804758,18958.0,1790.0,,0.0,9172.0,0.0,281.0,16.0,27161.0,,68879.0,5656,55970.0,1892.0,37913.0,9355.0
804815,8400.0,331.0,,7426.0,2627.0,0.0,330.0,12.0,11404.0,,63766.0,10928,24167.0,1089.0,35758.0,16805.0
804860,11984.0,379.0,,39077.0,3204.0,0.0,936.0,27.0,5047.0,,76936.0,9662,31877.0,1969.0,55287.0,8690.0
804963,,,,,,,,,,,,11111222,,,,
805045,9205.0,816.0,,12429.0,10406.0,0.0,715.0,18.0,38048.0,,92461.0,9045,74873.0,1717.0,55561.0,18982.0
805250,9097.0,4947.0,,94422.0,7870.0,0.0,-27.0,76.0,78669.0,,238707.0,17296,128666.0,7467.0,183279.0,24157.0
805335,29549.0,1168.0,,9840.0,6467.0,0.0,827.0,20.0,27668.0,,99580.0,8341,72069.0,2139.0,74911.0,15937.0
805447,14256.0,792.0,,12127.0,1832.0,0.0,987.0,12.0,10179.0,,68222.0,8834,38476.0,668.0,39899.0,14621.0
805670,2396.0,1117.0,,1657.0,11955.0,0.0,315.0,12.0,6092.0,,71333.0,6982,54239.0,1652.0,52075.0,11823.0
805755,73544.0,2457.0,,46449.0,16938.0,66.0,3347.0,64.0,76842.0,,297861.0,34660,177386.0,5180.0,199795.0,55345.0
805858,20993.0,692.0,,15466.0,5090.0,0.0,213.0,13.0,26657.0,,117131.0,10165,57087.0,2190.0,81005.0,25826.0
805876,81994.0,640.0,,17760.0,47.0,0.0,413.0,41.0,2541.0,,134535.0,17832,94990.0,2855.0,84914.0,20532.0
806154,20013.0,3436.0,,59081.0,18349.0,0.0,186.0,94.0,84952.0,,237726.0,22766,134376.0,8939.0,118031.0,95700.0
806220,5216.0,376.0,,26205.0,1518.0,0.0,-290.0,17.0,11737.0,,64765.0,6229,19237.0,1673.0,48058.0,9609.0
806846,125631.0,4779.0,,129221.0,40143.0,414.0,4168.0,185.0,320736.0,,675350.0,64961,491123.0,15502.0,513004.0,32867.0
806958,45611.0,2737.0,,16232.0,48631.0,0.0,4652.0,78.0,101522.0,,284869.0,26286,240615.0,5521.0,170188.0,80354.0
807348,7983.0,590.0,,15116.0,7803.0,297.0,382.0,22.0,30217.0,,76568.0,7615,51598.0,1899.0,55780.0,11089.0
807432,19293.0,1047.0,,29253.0,4431.0,0.0,585.0,32.0,34910.0,,124642.0,11420,62937.0,2701.0,69730.0,40989.0
807656,43198.0,783.0,,34772.0,31100.0,0.0,947.0,77.0,25165.0,,204931.0,18117,112422.0,5828.0,56358.0,106286.0
807946,1491.0,85.0,,1782.0,149.0,0.0,15.0,4.0,1732.0,,9377.0,1430,4406.0,244.0,4299.0,3634.0
807955,59749.0,11514.0,,246659.0,182369.0,0.0,9438.0,240.0,345671.0,,1058345.0,96479,615524.0,25134.0,638766.0,320106.0
808167,95209.0,13671.0,,272880.0,48329.0,0.0,3981.0,315.0,318560.0,,905588.0,122127,473700.0,25746.0,683145.0,87912.0
808176,1984938.0,175320.0,,1776826.0,1570606.0,46438.0,53199.0,1658.0,3036077.0,,11446077.0,1383408,7307167.0,234110.0,8642782.0,664504.0
808260,157866.0,32963.0,,420449.0,175116.0,0.0,17175.0,307.0,622688.0,,1880924.0,199043,1185262.0,30636.0,1403332.0,187720.0
808345,32430.0,5915.0,,23068.0,32431.0,508.0,-1896.0,73.0,71800.0,,211300.0,8491,144368.0,5905.0,185832.0,16044.0
808354,5582.0,1500.0,,6520.0,4102.0,0.0,97.0,13.0,22331.0,,66586.0,13466,45303.0,1357.0,36702.0,16131.0
808448,8973.0,447.0,,34524.0,7652.0,0.0,1099.0,12.0,12729.0,,74868.0,16632,33233.0,921.0,43471.0,13699.0
808653,2549.0,1139.0,,17227.0,6117.0,0.0,624.0,26.0,18755.0,,82852.0,8214,58811.0,1684.0,42289.0,30407.0
809379,16442.0,607.0,,37399.0,1116.0,0.0,481.0,19.0,3099.0,,66739.0,8032,25780.0,1247.0,43818.0,10100.0
809539,84782.0,4614.0,,2577.0,2667.0,0.0,-1155.0,60.0,92500.0,,286606.0,26699,208321.0,4828.0,194713.0,61675.0
809650,31875.0,1126.0,,26125.0,30031.0,0.0,593.0,48.0,28874.0,,140939.0,12595,100019.0,4218.0,88587.0,24917.0
809856,483.0,138.0,,41837.0,1035.0,0.0,388.0,12.0,929.0,,59993.0,5039,6359.0,789.0,35878.0,19002.0
809940,14020.0,948.0,,56754.0,8771.0,0.0,1393.0,21.0,20870.0,,137578.0,19696,56249.0,1611.0,76198.0,41407.0
810151,5538.0,592.0,,1483.0,3412.0,0.0,-21.0,17.0,11708.0,,39504.0,4061,23389.0,1636.0,21412.0,13397.0
810544,9753.0,977.0,,15231.0,8126.0,0.0,1437.0,30.0,16939.0,,123415.0,10059,79746.0,2029.0,61363.0,46277.0
810553,27897.0,1540.0,,31236.0,16615.0,0.0,1942.0,52.0,55734.0,,169627.0,20677,119080.0,3687.0,86343.0,41313.0
810900,,,,,,,,,,,,67871,,,,
810919,1085490.0,54120.0,,812180.0,80722.0,0.0,5316.0,816.0,1051456.0,,4625895.0,591096,2708053.0,89820.0,3367741.0,273430.0
811046,346116.0,29269.0,,432733.0,325072.0,2145.0,13320.0,406.0,901408.0,,2624727.0,229014,1767902.0,46831.0,1444037.0,376109.0
811279,210997.0,4521.0,,105286.0,11392.0,0.0,2285.0,96.0,66256.0,,434081.0,64060,292136.0,6865.0,254844.0,66264.0
811457,1992.0,100.0,,0.0,1360.0,0.0,39.0,8.0,567.0,,17202.0,1588,8689.0,496.0,8224.0,7361.0
811541,18708.0,546.0,,11791.0,4929.0,0.0,1038.0,18.0,15651.0,,64294.0,5212,47780.0,1386.0,34987.0,16856.0
811550,16601.0,677.0,,20134.0,3894.0,0.0,632.0,27.0,11122.0,,72212.0,7231,40307.0,1920.0,37513.0,26798.0
811747,12601.0,1794.0,,5192.0,7805.0,0.0,1757.0,28.0,44471.0,,149201.0,16995,119386.0,2353.0,83563.0,32577.0
811756,37155.0,3355.0,,29906.0,24433.0,0.0,154.0,71.0,54379.0,,209840.0,29783,143841.0,4891.0,145726.0,17259.0
812164,0.0,0.0,,0.0,0.0,0.0,276.0,6.0,0.0,,14942.0,14250,0.0,3321.0,0.0,0.0
812379,45818.0,258.0,,3242.0,184.0,0.0,162.0,14.0,4647.0,,68725.0,7113,42102.0,1622.0,41938.0,18958.0
812436,84849.0,7298.0,,86278.0,113740.0,0.0,375.0,103.0,99574.0,,437233.0,38723,306851.0,10093.0,368252.0,28506.0
812557,73631.0,6917.0,,40218.0,45267.0,0.0,2123.0,176.0,140497.0,,455616.0,45602,356578.0,14524.0,323041.0,35383.0
812614,31332.0,1235.0,,60139.0,5001.0,0.0,931.0,69.0,13705.0,,165228.0,27084,65415.0,4383.0,75118.0,61460.0
813059,2688.0,173.0,,941.0,3391.0,74.0,10.0,6.0,4905.0,,31532.0,2649,17959.0,674.0,17634.0,10336.0
813572,112026.0,13724.0,,9733.0,12864.0,0.0,-3296.0,88.0,216693.0,,468392.0,38591,348169.0,11335.0,289168.0,54334.0
813853,31626.0,5390.0,,41761.0,29607.0,127.0,425.0,63.0,82222.0,,240623.0,23031,155125.0,6087.0,184663.0,13935.0
813947,135613.0,15036.0,,331634.0,128927.0,0.0,5498.0,328.0,258746.0,,1039974.0,102823,615714.0,24982.0,624940.0,301842.0
814216,413709.0,11294.0,,407235.0,111064.0,0.0,11317.0,366.0,120115.0,,1426214.0,159956,843356.0,32319.0,1029316.0,83736.0
814355,1569.0,342.0,,6010.0,524.0,0.0,127.0,5.0,2340.0,,28856.0,4817,7355.0,373.0,16665.0,7246.0
814430,468790.0,74361.0,,632813.0,212338.0,0.0,30087.0,433.0,1087437.0,,3929798.0,806061,1817892.0,75372.0,1497031.0,1338968.0
814458,16564.0,1792.0,,71195.0,36453.0,0.0,3706.0,52.0,48777.0,,200561.0,16373,109506.0,5513.0,91451.0,89554.0
814551,24820.0,1582.0,,29314.0,7815.0,0.0,1303.0,36.0,38093.0,,138678.0,15293,80025.0,3130.0,77856.0,45080.0
814711,74439.0,1925.0,,23258.0,61431.0,0.0,2049.0,81.0,46739.0,,283365.0,26458,211682.0,6474.0,176142.0,70066.0
814953,114.0,38.0,,3.0,193.0,0.0,58.0,3.0,559.0,,8559.0,1639,3541.0,172.0,2222.0,4652.0
815053,8454.0,446.0,,17762.0,7571.0,0.0,260.0,21.0,14763.0,,72613.0,7351,46016.0,1686.0,43059.0,21361.0
815147,44219.0,3164.0,,27697.0,18873.0,0.0,552.0,73.0,69793.0,,194854.0,17517,139920.0,5001.0,88249.0,81776.0
815156,31632.0,5047.0,,90229.0,72663.0,0.0,6298.0,170.0,160662.0,,531568.0,38676,366745.0,11044.0,289671.0,179163.0
815277,51843.0,754.0,,6826.0,0.0,0.0,430.0,16.0,23428.0,,107195.0,14060,75376.0,2121.0,88907.0,0.0
815754,21400.0,1205.0,,19732.0,5606.0,0.0,704.0,38.0,28597.0,,101367.0,8242,66836.0,2863.0,48331.0,44306.0
816210,2315292.0,111881.0,,345909.0,1218383.0,219315.0,26645.0,1419.0,774330.0,,6718342.0,741165,5531504.0,135537.0,2873355.0,2494747.0
816256,4264.0,267.0,,33789.0,2010.0,0.0,538.0,20.0,5691.0,,59865.0,8403,23210.0,1412.0,27159.0,21908.0
816304,115635.0,874.0,,2385.0,1159.0,0.0,-71.0,44.0,9789.0,,169235.0,17594,127359.0,4796.0,94070.0,38998.0
816603,940460.0,29641.0,,573042.0,132164.0,0.0,22729.0,532.0,930254.0,,2965324.0,314256,2079519.0,64894.0,1944503.0,142651.0
816751,1211.0,118.0,,3916.0,1413.0,71.0,51.0,6.0,1150.0,,23008.0,1802,8707.0,633.0,10286.0,10880.0
816948,6419.0,425.0,,3286.0,5955.0,0.0,182.0,14.0,1114.0,,23629.0,3641,16828.0,752.0,13320.0,6601.0
817356,3380.0,202.0,,15188.0,1802.0,0.0,232.0,9.0,4475.0,,36950.0,7502,12036.0,654.0,20294.0,9060.0
817477,61425.0,822.0,,39722.0,1194.0,0.0,294.0,58.0,17833.0,,167154.0,14496,100654.0,4297.0,103055.0,39588.0
817824,,,,,,,,,,,,32377021,,,,
818401,165395.0,2522.0,,90046.0,9655.0,0.0,2290.0,73.0,66693.0,,437044.0,44464,244084.0,7757.0,306996.0,56752.0
818540,5280.0,700.0,,23157.0,3949.0,0.0,455.0,13.0,12932.0,,73150.0,10871,32091.0,1009.0,40333.0,21475.0
818559,5931.0,160.0,,43124.0,6707.0,0.0,196.0,13.0,2566.0,,70242.0,7071,22410.0,1256.0,46351.0,13702.0
818652,1497.0,195.0,,33398.0,7065.0,0.0,768.0,16.0,3513.0,,68514.0,6341,18209.0,920.0,22725.0,39319.0
819154,11397.0,449.0,,23383.0,2388.0,0.0,1085.0,23.0,14074.0,,93382.0,7376,35981.0,2052.0,53334.0,30975.0
819172,57845.0,888.0,,2035.0,0.0,676.0,255.0,28.0,16083.0,,98842.0,10146,77905.0,2531.0,62039.0,12281.0
819453,59890.0,1000.0,,116075.0,11402.0,0.0,1637.0,34.0,33146.0,,250132.0,49311,110376.0,2397.0,165449.0,33508.0
819556,90506.0,840.0,,42116.0,19948.0,0.0,3674.0,122.0,110169.0,,507613.0,55749,244832.0,8924.0,262179.0,157717.0
819855,16395.0,1707.0,,20394.0,28924.0,0.0,1595.0,69.0,81554.0,,249722.0,25470,185779.0,6430.0,198161.0,23410.0
820048,33241.0,3206.0,,298195.0,23848.0,0.0,5679.0,94.0,126084.0,,548091.0,60825,197842.0,7158.0,387436.0,58667.0
820178,76987.0,648.0,,12033.0,4205.0,0.0,23.0,37.0,43832.0,,205174.0,12423,126807.0,4310.0,95853.0,31564.0
820301,110359.0,1726.0,,52509.0,8009.0,0.0,672.0,68.0,36720.0,,241176.0,38359,157506.0,6038.0,151905.0,44101.0
820655,2479.0,335.0,,28934.0,7140.0,0.0,638.0,18.0,10125.0,,64577.0,10003,31999.0,1404.0,36547.0,15299.0
820842,37752.0,1712.0,,65478.0,38741.0,0.0,3370.0,44.0,29813.0,,192782.0,19554,111344.0,2832.0,127850.0,43980.0
821036,55170.0,2230.0,,41462.0,7933.0,0.0,719.0,40.0,57216.0,,186249.0,15756,124797.0,3681.0,95217.0,62999.0
821157,2272.0,938.0,,29727.0,11145.0,0.0,410.0,28.0,19402.0,,107742.0,8631,61976.0,2014.0,63792.0,31568.0
821278,27845.0,257.0,,679.0,0.0,0.0,189.0,5.0,3685.0,,37879.0,3105,31538.0,667.0,33938.0,0.0
821456,2026.0,355.0,,7373.0,4423.0,0.0,8.0,9.0,3607.0,,32806.0,3355,18299.0,965.0,15241.0,14053.0
821559,18053.0,346.0,,0.0,180.0,0.0,148.0,14.0,484.0,,28893.0,3463,26965.0,1104.0,23896.0,0.0
821643,5115.0,248.0,,10116.0,2772.0,6.0,545.0,6.0,8950.0,,36849.0,4651,23536.0,530.0,21095.0,7756.0
821652,35681.0,289.0,,5025.0,1711.0,0.0,298.0,23.0,10447.0,,72501.0,5862,49092.0,1729.0,49307.0,10370.0
821906,217599.0,4027.0,,149966.0,31287.0,0.0,2886.0,123.0,74178.0,,617824.0,57099,367681.0,13065.0,458875.0,28916.0
822042,67727.0,5398.0,,85890.0,36117.0,174.0,2611.0,172.0,177351.0,,514644.0,57441,308808.0,12473.0,376172.0,53725.0
822051,10851.0,1058.0,,99067.0,12915.0,0.0,2370.0,40.0,17536.0,,188385.0,25694,62322.0,2876.0,110665.0,47037.0
822154,149099.0,19125.0,,278340.0,269009.0,7752.0,34658.0,581.0,641910.0,,2938251.0,287979,1184389.0,52972.0,2091632.0,226291.0
822257,8634.0,2339.0,,10095.0,47221.0,0.0,725.0,53.0,49854.0,,192379.0,19908,135821.0,4747.0,139773.0,32464.0
822408,83009.0,1043.0,,16764.0,4351.0,0.0,399.0,50.0,31436.0,,206384.0,17405,122710.0,5087.0,105257.0,42981.0
822556,5315.0,341.0,,9555.0,10000.0,0.0,-1281.0,20.0,23913.0,,112034.0,21700,40470.0,3148.0,72726.0,17303.0
822631,12584.0,193.0,,17563.0,2787.0,0.0,252.0,10.0,3271.0,,44009.0,4013,23439.0,857.0,27687.0,11642.0
822846,8964.0,1192.0,,47464.0,7431.0,9.0,1694.0,31.0,27077.0,,132642.0,12394,70188.0,1881.0,91287.0,23557.0
823133,25151.0,2063.0,,93422.0,12411.0,0.0,1708.0,72.0,41885.0,,255991.0,39361,100264.0,5038.0,115277.0,97853.0
823142,17792.0,668.0,,51438.0,5055.0,118.0,1092.0,25.0,14371.0,,100507.0,11162,39895.0,1972.0,45841.0,30480.0
823450,18910.0,1913.0,,156106.0,7513.0,415.0,2775.0,85.0,77557.0,,295740.0,38244,111707.0,7775.0,194338.0,61555.0
823553,3225.0,102.0,,0.0,541.0,0.0,74.0,5.0,973.0,,14129.0,2628,7005.0,258.0,5393.0,6054.0
823638,11250.0,2124.0,,58478.0,2464.0,158.0,577.0,29.0,31465.0,,112826.0,13214,47063.0,2195.0,60114.0,26521.0
823656,10908.0,2172.0,,64333.0,22116.0,391.0,2203.0,55.0,34759.0,,192969.0,20679,112103.0,4115.0,100125.0,60575.0
824000,55020.0,8066.0,,142307.0,305594.0,0.0,9171.0,240.0,365927.0,,1293763.0,136940,774842.0,24558.0,989015.0,81061.0
824242,5829.0,251.0,,7159.0,4210.0,0.0,462.0,7.0,11383.0,,40517.0,5902,29541.0,787.0,19344.0,7903.0
824550,73554.0,7618.0,,57502.0,113542.0,0.0,5269.0,96.0,229053.0,,589527.0,60317,462151.0,12451.0,395621.0,93978.0
